Código do Município ;Município ;Estado ;Ano de Referência ;Prestadores ;Serviços ;POP_TOT - População total do município do ano de referência (Fonte: IBGE): (Habitantes);AG001 - População total atendida com abastecimento de água (Habitantes);ES001 - População total atendida com esgotamento sanitário (Habitantes)
240470;Ipanguaçu;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24047040] Prefeitura Municipal de Ipanguaçu - PMI";"Água; Res. Sólidos";15.147;3.842;
240480;Ipueira;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24048040] PREFEITURA MUNICIPAL DE IPUEIRA - PMI";"Água; Res. Sólidos";2.221;2.020;
240490;Itaú;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;5.878;5.161;
240500;Jaçanã;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24050040] Prefeitura Municipal de Jaçana - PMJ";"Água; Res. Sólidos";8.827;3.938;
240510;Jandaíra;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;6.898;3.340;
240520;Janduís;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;5.419;4.101;
240530;Januário Cicco;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;9.879;3.518;
240540;Japi;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;5.366;3.937;
240550;Jardim de Angicos;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;2.669;1.432;
240560;Jardim de Piranhas;RN;2015;"[24056011] Prefeitura Municipal de Jardim de Piranhas - PMJP; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24056040] MUNICÍPIO DE JARDIM DE PIRANHAS - PMJP";"Esgoto; Água; Res. Sólidos";14.606;11.276;11.459
240570;Jardim do Seridó;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24057040] Prefeitura Municipal de Jardim do Seridó - PMJS";"Água; Res. Sólidos";12.553;10.192;
240580;João Câmara;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24058040] PREFEITURA MUNICIPAL DE JOÃO CAMARA - PMJC";"Água e Esgoto; Res. Sólidos";34.585;25.385;9.237
240590;João Dias;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24059040] Prefeitura Municipal de João Dias - PMJD";"Água; Res. Sólidos";2.691;972;
240600;José da Penha;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;6.049;3.651;413
240610;Jucurutu;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24061040] Secretária de Serviços Urbanos - SSU";"Água e Esgoto; Res. Sólidos";18.450;11.341;3.757
240615;Jundiá;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24061540] PREFEITURA MUNICIPAL DE JUNDIA - PMJ";"Água; Res. Sólidos";3.851;1.032;
240620;Lagoa d Anta;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;6.692;4.307;
240630;Lagoa de Pedras;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24063040] SECRETARIA MUNICIPAL DE AGRICULTURA E MEIO AMBIENTE - SMAMA";"Água; Res. Sólidos";7.478;4.203;
240640;Lagoa de Velhos;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;2.765;2.765;
240650;Lagoa Nova;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24065040] PREFEITURA MUNICIPAL DE LAGOA NOVA - PMLN";"Água e Esgoto; Res. Sólidos";15.274;7.586;5.042
240660;Lagoa Salgada;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;8.142;5.387;
240670;Lajes;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24067040] Secretaria de Obras e Serviços Urbanos - SEMOS";"Água e Esgoto; Res. Sólidos";11.151;8.840;6.179
240680;Lajes Pintadas;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;4.803;2.489;1.512
240690;Lucrécia;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24069040] PREFEITURA MUNICIPAL DE LUCRECIA - PML";"Água e Esgoto; Res. Sólidos";3.933;2.416;2.468
240700;Luís Gomes;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;10.129;6.625;
240710;Macaíba;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24071040] PREFEITURA MUNICIPAL DE MACAÍBA - PMM";"Água e Esgoto; Res. Sólidos";78.021;41.001;2.426
240720;Macau;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24072040] Prefeitura Municipal - PM";"Água e Esgoto; Res. Sólidos";31.318;23.797;20.618
240730;Marcelino Vieira;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24073040] Prefeitura Municipal de Marcelino Vieira - PMMV";"Água; Res. Sólidos";8.499;5.058;
240740;Martins;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24074040] Prefeitura Municipal de Martins - PMM";"Água; Res. Sólidos";8.706;5.340;
240760;Messias Targino;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;4.530;2.482;
240770;Montanhas;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;11.572;9.046;
240780;Monte Alegre;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;22.155;18.547;1.235
240790;Monte das Gameleiras;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;2.219;1.821;
240800;Mossoró;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24080040] SECRETARIA DE SERVIÇOS URBANOS - SEMSUR";"Água e Esgoto; Res. Sólidos";288.162;263.279;129.456
240810;Natal;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24081040] COMPANHIA DE SERVIÇOS URBANOS DE NATAL - URBANA";"Água e Esgoto; Res. Sólidos";869.954;825.384;326.907
240820;Nísia Floresta;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24082040] SECRETARIA MUNICIPAL DE MEIO AMBIENTE E URBANISMO - SEMAUR";"Água; Res. Sólidos";26.606;15.612;
240830;Nova Cruz;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24083040] PREFEITURA MUNICIPAL DE NOVA CRUZ - PMNC";"Água e Esgoto; Res. Sólidos";37.395;26.784;7.220
240840;Olho-D ÁGUA do Borges;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;4.370;3.026;
240850;Ouro Branco;RN;2015;"[24085011] Prefeitura Municipal de Ouro Branco - pmob; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24085040] Municipio de Ouro Branco - PMOB";"Esgoto; Água; Res. Sólidos";4.871;3.377;2.500
240860;Paraná;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24086040] Prefeitura Municipal de Paraná - PMP";"Água; Res. Sólidos";4.222;2.874;
240870;Paraú;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24087040] SECRETARIA MUNICIPAL DE URBANISMO, OBRAS E TRANSPORTES - SMUOT";"Água; Res. Sólidos";3.891;3.424;
240880;Parazinho;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;5.173;3.556;
240890;Parelhas;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24089040] PREFEITURA MUNICIPAL DE PARELHAS - PMPARELHAS";"Água e Esgoto; Res. Sólidos";21.483;18.032;17.786
240325;Parnamirim;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;242.384;242.384;6.774
240910;Passa e Fica;RN;2015;"[24091011] Prefeitura Municipal de Passa e Fica - PMPeF; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24091040] PREFEITURA MUNICIPAL DE PASSA E FICA - PMPF";"Esgoto; Água; Res. Sólidos";12.655;7.724;7.010
240920;Passagem;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;3.075;1.265;
240930;Patu;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;12.706;417;
240940;Pau dos Ferros;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24094040] Prefeitura Municipal de Pau dos Ferros - PMPF";"Água e Esgoto; Res. Sólidos";29.954;27.622;3.782
240950;Pedra Grande;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24095040] Secretaria Municipal de Obras e Servços Urbanos - SEMOSURB";"Água; Res. Sólidos";3.429;1.341;
240960;Pedra Preta;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;2.568;982;
240970;Pedro Avelino;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;7.059;4.056;3.256
240980;Pedro Velho;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;14.844;14.128;2.857
240990;Pendências;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;14.751;10.168;4.223
241000;Pilões;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24100040] Prefeitura Municipal de Pilões-RN - PMP";"Água; Res. Sólidos";3.761;2.759;
241010;Poço Branco;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;15.139;13.013;
241020;Portalegre;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24102040] Prefeitura Municipal de Portalegre - PMP";"Água; Res. Sólidos";7.811;4.101;
241025;Porto do Mangue;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24102540] PREFEITURA MUNICIPAL - PMPM";"Água; Res. Sólidos";5.884;2.010;
241030;Presidente Juscelino;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;9.814;9.150;
241040;Pureza;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;9.331;3.429;
241050;Rafael Fernandes;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24105040] Prefeitura Municipal de Rafael Fernandes - PMRF";"Água; Res. Sólidos";5.040;2.841;
241060;Rafael Godeiro;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;3.213;2.028;
241070;Riacho da Cruz;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;3.485;1.987;
241080;Riacho de Santana;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24108040] PREFEITURA MUNICIPAL DE RIACHO DE SANTANA - PMRS";"Água; Res. Sólidos";4.278;1.451;
241090;Riachuelo;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;7.863;4.837;4.301
240895;Rio do Fogo;RN;2015;[24089511] Serviço Autônomo de Água e Esgoto - SAAE;Água;10.758;10.720;
241100;Rodolfo Fernandes;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;4.547;3.843;
241110;Ruy Barbosa;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;3.678;1.776;
241120;Santa Cruz;RN;2015;"[24112011] Serviço Autônomo de Água e Esgoto - SAAE; [24112040] Prefeitura Municipal de Santa Cruz - RN - PMSC";"Água e Esgoto; Res. Sólidos";38.924;33.163;31.150
240933;Santa Maria;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;5.341;3.444;
241140;Santana do Matos;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;13.605;6.804;
241142;Santana do Seridó;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24114240] SECRETARIA MUNICIPAL DE INFRA ESTRUTURA - SMIE";"Água e Esgoto; Res. Sólidos";2.675;1.626;1.751
241150;Santo Antônio;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24115040] PREFEITURA MUNICIPAL DE SANTO ANTONIO/RN - PFMSA";"Água e Esgoto; Res. Sólidos";23.865;14.616;2.050
241160;São Bento do Norte;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;2.905;2.384;
241170;São Bento do Trairí;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24117040] Prefeitura Municipal de São Bento doTrairi - RN";"Água e Esgoto; Res. Sólidos";4.318;2.083;2.083
241180;São Fernando;RN;2015;"[24118011] Prefeitura Municipal de São Fernando - PMSF; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN";"Esgoto; Água";3.587;2.423;2.187
241190;São Francisco do Oeste;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24119040] Prefeitura Municipal de São Francisco do Oeste - PMSFO";"Água; Res. Sólidos";4.173;3.176;
241200;São Gonçalo do Amarante;RN;2015;"[24120011] Serviço Autônomo de Água e Esgoto - SAAE; [24120040] SECRETARIA MUNICIPAL DE SERVIÇOS URBANOS - SEMSUR";"Água e Esgoto; Res. Sólidos";98.260;98.260;14.782
241210;São João do Sabugi;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24121040] Secretaria Municipal de Infraestrutura e Serviços Urbanos - SMIS";"Água; Res. Sólidos";6.218;4.994;
241220;São José de Mipibu;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24122040] SECRETARIA DE OBRAS - SECOB";"Água e Esgoto; Res. Sólidos";43.191;19.131;271
241230;São José do Campestre;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;12.933;11.025;
241240;São José do Seridó;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;4.567;2.972;2.827
241250;São Miguel;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24125040] Prefeitura Municipal de São Miguel - PMSM";"Água; Res. Sólidos";23.274;15.231;
241255;São Miguel do Gostoso;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;9.427;1.042;
241260;São Paulo do Potengi;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;17.239;13.124;2.657
241270;São Pedro;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;6.216;3.483;
241280;São Rafael;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;8.347;5.733;4.977
241290;São Tomé;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água e Esgoto;11.205;6.787;3.180
241300;São Vicente;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;6.400;5.185;
241310;Senador Elói de Souza;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;6.087;5.590;
241320;Senador Georgino Avelino;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;4.322;2.859;
241330;Serra de São Bento;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;5.883;3.342;
241335;Serra do Mel;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;11.507;607;
241340;Serra Negra do Norte;RN;2015;"[24134011] Prefeitura Municipal de Serra Negra do Norte - PMSNN; [24134040] Secretaria Municipal de Infraestrutura e Serviços Públicos - SMISP";"Água e Esgoto; Res. Sólidos";8.130;6.503;5.712
241350;Serrinha;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24135040] Prefeitura Municipal de Serrinha - PMS";"Água; Res. Sólidos";6.518;3.918;
241355;Serrinha dos Pintos;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;4.797;2.540;
241360;Severiano Melo;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;3.893;3.893;
241370;Sítio Novo;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;5.433;2.698;
241380;Taboleiro Grande;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24138040] SECRETARIA MUNICIPAL DE OBRAS E URBANISMO - SMOU";"Água; Res. Sólidos";2.518;1.804;
241390;Taipu;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;12.366;7.956;
241400;Tangará;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;15.529;11.951;
241410;Tenente Ananias;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24141040] Prefeitura Municipal - PM";"Água; Res. Sólidos";10.646;7.691;
241415;Tenente Laurentino Cruz;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;5.757;4.658;
241105;Tibau;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;4.019;3.090;
241420;Tibau do Sul;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24142040] Secretaria Municipal do Meio Ambiente e Urbanismo - SEMASU";"Água e Esgoto; Res. Sólidos";13.316;7.823;3.296
241430;Timbaúba dos Batistas;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;2.418;1.821;
241440;Touros;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;33.506;2.463;
241445;Triunfo Potiguar;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;3.366;2.894;
241450;Umarizal;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;10.835;9.219;
241460;Upanema;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24146040] PREFEITURA MUNICIPAL DE UPANEMA - PMU";"Água; Res. Sólidos";14.282;7.050;
241470;Várzea;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24147040] Prefeitura Municipal de Várzea - PMV";"Água; Res. Sólidos";5.512;4.784;
241475;Venha-Ver;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24147540] PREFEITURA MUNICIPAL DE VENHA-VER - PMVV";"Água; Res. Sólidos";4.121;1.293;
241480;Vera Cruz;RN;2015;[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN;Água;12.016;12.015;
241490;Viçosa;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24149040] PREFEITURA MUNICIPAL DE VIÇOSA - PMV";"Água; Res. Sólidos";1.714;1.632;
241500;Vila Flor;RN;2015;"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24150040] Secretaria de Serviços Urbanos - SSU";"Água; Res. Sólidos";3.116;3.021;
TOTAL:;;;;;;25.214.618;18.234.062;6.198.470
